nombre,fecha,hora,lugar,formato,reglas,precio,premios,cupo_maximo,estado
YACS Córdoba,2025-12-06,10:00,"Córdoba, Argentina",Avanzado TCG · suizo + top cut,Banlist TCG vigente,,Premios para el top,32,finalizado
